,comment_text
141,"Es war unwürdig wie Wales diesmal spielte. Sie bekamen nichts auf die Reihe. Dann lagen sie deutlich zurück und foulten aus Rache - keine Rache für dänische Fouls (die Dänen foulten kaum), sondern als Rache dafür, dass die Dänen besser waren als sie. Eine Schande, wie sie zweimal Cornelius foulten, besonders als dieser ALLEINE gegen 4 Waliser durchdribbelte und dann ein kleiner Waliser ihn heimtückisch von hinten foulte. Erbärmlich zu 4 gegen 1 und dann noch foulen nötig zu haben. Später voll berechtigt die Rote Karte gegen einen Waliser, der den Torschützen aus Wut über das 3.Tor einfach mal so wegtrat ohne Chance auf den Ball und ohne den geringsten Sinn im Mittelfeld. Sehr schön, daß Däne Braithwaite endlich sein Tor schoß nach 4 Spielen eifrigster Bemühungen. Ein wunderbarer Abschluß des Spiels dieses 4.Tor."
142,Die Dänen waren einfach nur eine Nummer zu groß für die Waliser
143,Dänemark: Europameister der Herzen 🇩🇰🇩🇰🇩🇰
144,Herzlichen Glückwunsch an Dänemark war ein schönes Spiel
145,Super gespielt! Gratulation Dänemark
146,"Ein großartiges Spiel der Dänen. Von vorne bis hinten ein tolles Team, die unglaublich tödliche Pässe spielen können, und zu dem auch im Abschluss sehr gefährlich sind👌"
147,"Yvonne weisch noch 😅 Sie haben uns gehasst, aber wir hatten recht 😇"
148,Verdient. Haben toll gespielt.
149,"Herzlichen Glückwunsch Dänemark, ein super Spiel, da können sich andere Mannschaften eine Scheibe abschneiden , verdient gewonnen 😘😘😘"
150,Fünf Tore für England. 🤡🤡🤡🤡🤡
151,"Unbekümmerte Dänen spielen locker auf und erinnern an ihren Auftritt bei der EM 1992, warum nicht nochmal?"
152,Heja Danmark ;-)
153,"Tak Danmark, du er fantastisk!"
154,Wie viel hat denämark gegen wales gewonnem
155,Tolle Geste von Wales
156,"We are red, we are white, we are danish dynamite! 🇩🇰"
157,Geilste Mannschaft dieser EM 💪🏻💪🏻
158,"Knapp 100 Tage vor der Bundestagswahl steht das Wahlprogramm der Union. Auf 139 Seiten wird ausgeführt, wie CDU und CSU ""Stabilität und Erneuerung"" zusammen bringen wollen. Für Teile der milliardenteure n Vorhaben ist die Finanzierung allerdings unklar: https:// kurz.zdf.de/ 9k2V/"
159,Wer wird die Bundestagswahl in drei Monaten für sich entscheiden? Im ZDF-Politbarome ter ist das Rennen für viele Befragte noch offen: https:// kurz.zdf.de/ kKCs/
160,"Meine Meinung. Die PANDEMIE UND DIE MUTATIONEN IN WENIGEN MONATEN! ALLE VERANTWORTLICHE N VIROLOGEN SAGEN DAS SICH DIESE VIERTE WELLE DER CORONA DELTA INFEKTION DIE VIEL HOCHANSTECKENDE R IST SICH SPÄTESTENS IM HERBST NOCHEINMAL ZURÜCKMELDET! WARUM? FRAGE ICH MICH ERNSTHAFT, SETZT DIE BUNDESREGIERUNG DESHALB DIESE CO2 BEPREISUNG ZUNÄCHST NICHT AUS? VERSCHIEBT DAS GANZE UND VERBESSERT DIE MAßNAHMEN NOCH MAL! SETZT DEN UMWELTSCHUTZ DIE BEPREISUNG VON CO2 ZUNÄCHST ERST EINMAL AUS! BIS GENAU FESTSTEHT WIE SCHLIMM UNS DIESE PANDEMIE NOCHEINMAL IM HERBST 2021 ERWISCHEN WIRD! Denn eines ist doch klar, das die Arbeitsplätze sicher wieder betroffen sein werden, auch die Selbstständigen , die Unternehmer die betroffen sein werden! Die Menschen die dann wenn überhaupt Kurzarbeitergel d erhalten! Das wäre aber nur 60% des letzten Lohnes! WIE SOLL EINE HÖHERE CO2 BEPREISUNG VON ARBEITNEHMERN UND RENTNERN AUFGEFANGEN BEZAHLT WERDEN? SCHON HEUTE SIND DIE PREISE, DIE MIETEN, DAS BENZIN IM PREIS GESTIEGEN! WENN DIE POLITIKER ALLER PARTEIEN DAS INS AUGE FASSEN DAS DIESE DELTA VARIANTE UNS NOCH EINMAL IN EINER MASSIVEN WELLE ÜBERROLLT, DANN WÄRE DIESES AUFSCHIEBEN DER SCHON BESCHLOSSENEN MAßNAHMEN EINE KLEINE BERUHIGUNG FÜR DIE BEVÖLKERUNG! Denn ICH wage voraus zu Sagen, das die Menschen wenn ihnen das Wasser bis zum Hals steht, durch diese gepanten MASSIVEN ERHÖHUNGEN DER BEPREISUNG VON DER CO2 STEUERN! AUF DIE STRAßE GEHEN WERDEN! HUNDERTTAUSENDE , MILLIONEN BETROFFENER MENSCHEN! WENN EINE HOHE INZIDENZ IN GANZ DEUTSCHLAND NOCHEINMAL UNS TREFFEN WIRD! Noch kann die Politik diese Warnung von Virologen ernst nehmen! Danach handeln! DIE UMWELT DAS KLIMA IST WICHTIG! ABER SIND WIR MENSCHEN, DIE BETROFFENEN DIE SCHON JETZT ZU WENIG GELD HABEN DAS NICHT AUCH? Denkt bitte ALLE einmal darüber nach! Reiche Menschen die interessiert das nicht! WIR die wenig haben hätten gar keine andere Wahl keine andere Chance so zu handeln!"
161,Eine Koalition ohne die Grünen... Ich wage garnicht darauf zu hoffen! Ein Traum würde wahr werden
162,"Laschet hat einen Vorteil: er erklärt in kurzen Sätzen, mit vielen Gesten, mit wenig Argumenten und ohne ein Hintergrundwiss en zu präsentieren. Irgenwie scheint er deshalb beim Wähler den Eindruck zu hinterlassen, er könne so für Deutschlands Interessen eintreten würde auch im Ausland verstanden werden. Dass er in Wirklichkeit kaum Ahnung von den Themen hat, kann er gut verstecken. Immerhin beteiligt er sich nicht öffentlich an den Schmutzkampagne n seiner Schwesternparte i CSU. Dennoch sind beide unwählbar. Laschet ist Null kompetent."
163,"Eine Stimme für die CDU bringt weitere Privatisierunge n im Gesundheitssyst em, weiteren Abbau von Arbeitnehmerrec hten, weitere Senkungen der Renten, Erhöhung der Lebensarbeitzei t auf 68, weitere Lobbypolitik für Konzerne und Banken, weitere Umwelt- und Klimazerstörung und Nichterreichung der Klimaziele sowie weitere Geldbußen der EU wegen unzureichende Klimaschutz (der Steuerzahler zahlt und toleriert es ja), kein Fortschritt bei den erneuerbaren Energien, weitere Bereicherung bei CDU-/ CDU-Politikern, weitere Korruption in Partei und Staat, ein weiterer massiver Rechtsruck, weitere indirekte Zusammenarbeit mit der AfD, etc."
164,"Die GRÜNEN / Baerbock, ein absolutes NO GO für Deutschland."
165,"Wir brauchen ja eigentlich nur noch eine Regierung, die gut mit der Pandemie umgehen kann, denn andere Pobleme scheint es nicht mehr zu geben."
166,Herr Laschet ist wohl am Ende einfach das geringste Übel von allen drei 🤷‍♂️
167,Schön hier alle nicht CDU Wähler am austicken zu sehen. Die CDU FDP werden beide noch kräftig zulegen. Die mobilisieren die Nichtwähler die Angst vor Berliner R2G Verhältnissen haben. M. E. Mit Recht.
168,Erstaunlich wie offen so viele gegenüber Korruption und Lobby sind.
169,"""...eine*n neue*n Kanzler*in..."" aller guter ZDF-Sternchen sind drei... 🤣😂😅"
170,Ihr macht Eure Kanzler Umfrage in der Kantine vom Bundestag oder ??? Plötzlich ist Herr Laschet so beliebt ???Naja zur Not hilft ja Wahl Manipulation anders kann ich mir das nicht mehr erklären und vielen Millionen Bürger auch nicht 🤪😜
171,"In Zeiten von Corona-Dauerber ichterstattung, ist das Thema Asyl komplett in den Hintergrund gerückt und trotz Lockdown im letzten Jahr, kam weiterhin ein ganz Großstadt(!) zu uns! Diese Politik kann unser Sozialstaat nicht mehr lange stemmen! Wohl alles andere als ein Zufall, dass bereits über Rente mit 68 diskutiert wird?"
172,"Es klingt durch Tal mit Donnerhall, die Dummen werden niemals all."
173,Und ZDF beeinflusst mit solchen Meldungen die Meinung der Bevölkerung.
174,Mit Schwarz/Gruen geht's weiter.
175,Nach der gestrigen Messerattacke in Würzburg wird die AfD wohl wieder zulegen. 😢
176,Ich kann es immer noch nicht glauben und weiß noch nicht ob es ein schlechter Traum ist......
177,Das Problem ist das Laschet auch keiner ist. Aber besser als die Grüne
178,"Bei diesem Bericht sieht man mal wieder , wie daß ZDF die AFD totschweigt. Ist dies DEMOKRATIE , daß AFD Wähler nicht Beachtet werden .( 1,6 Millionen )"
179,"Dieses permanente demoskopieren ist doch nur für die Parteien interessant. Am Ende will jede/ r zu einer Siegerpartei gehören und wählt nicht vernünftig nach Wahlprogramm, Glaubwürdigkeit oder zum Wohle des Landes"
180,"ist klar, die Union ist der Favorit, und das obwohl sie gerade das Land krachend an die Wand gefahren und unsere Grundrechte ""auf unbestimmte Zeit"" kassiert hat, nichts Konstruktives auf die Kette kriegt und in etliche Corona Skandale direkt oder indirekt involviert ist. Fazit: entweder taugen die Umfragen nichts/ sind selbst die Wahlen manipuliert, oder die Deutschen leiden nahezu kollektiv am Stockholmsyndrom und lieben ihre Peiniger......"
181,"Bloß gut, dass erst im September gewählt. Wird. Oder?"
182,Ich finde es sehr unschön die vorgegebenen Angaben hier zu titteln. Für mich kommt keine Altpartei genauso Kanzler in Frage. Diese machen uns Menschen unfähig .Aber warum sind keine Alternative dabei.
183,Keine Partei ist mehr wählbar!
184,Vom Regen in die Traufe ….
185,"Die Blaubraunen sind flüssiger als Wasser, nämlich überflüssig."
186,"gibts eigentlich auch richtige oppositionspart eien? oh halt.. ne, wurde 1956 verboten"
187,Wen interessiert denn das??? Am Wahltag wird entschieden.
188,"Liebe Community, Soziale Netzwerke üben auf junge Menschen einen enormen Druck aus, immer gut auszusehen. Daher wünschen sich immer mehr junge Leute Schönheits-OPs. Was halten Sie von dieser Entwicklung?"
189,Die Corona-Krise hat für viele Branchen große finanzielle Einbußen gebracht. Das gilt nicht für die aesthetische Chirurgie. Die Pandemie rückt den Fokus auf neue Körperpartien: https://kurz.zdf.de/dXYSC/
190,Videokonferenzen sind in der Corona-Pandemie weit verbreitet. Für manche hat das offenbar den Wunsch nach Schönheits-OPs verstärkt. In den USA erlebt die Branche einen Boom: https://kurz.zdf.de/u22k/
191,Früher mal eine Nachrichtensendung -jetzt der Ar….. von Kim Kardashian mal eben ganz fluffig nach einem Beitrag zu einem terroristischen Anschlag gestern    .Interessante Entwicklung
192,Statt in eine neue Nase sollte er in eine Therapie für mehr Selbstbewusstsein investieren.
193,Der sollte lieber zur Therapie statt zum Chirurgen
194,"Ganz ehrlich, gute Bildung, Empathie bringen Menschen weiter! Ja mit 18 sieht man es womöglich anders die Erkenntnis kommt später! Aber wenn er es gerne möchte - Jeder wie er mach! "
195,"Mit Verlaub - man schaut das Video an und kommt aus dem Fremdschämen nicht mehr heraus. Weitaus problematischer finde ich es dann, dass solche sogenannten Influencer direkte Vorbilder für Heranwachsende sind, die nichts zu bieten haben, ausser Komplexe, die sie mit teuren Marke und Schönheits-OPs überdecken müssen.   Vor 10 Jahren gabs mal einen Spruch, der (angepasst) heute noch genau so aktuell ist, wie damals: ""Stop making empty people famous"". "
196,Ich müßte meine Nase auch Korrigieren...weil sie kaputt ist. Aber man sieht es erst auf den 2.Blick. Und wenn die Sozialen Medien Druck ausüben damit man gut aussieht...dann weiß ich sie haben was zu tun...
197,"Die Verpackung alleine ist es nicht, was nützen uns schöne Gegenüber die ansonsten nichts zu bieten haben, außerdem finde ich Menschen mit irgendwas außergewöhnlichem, siehe Gianna Nanini oder Niki Lauda interessanter als jedes hübsche Gesicht mit Schlauchlippen"
198,Mitten in Würzburg hat ein Mann auf Passanten eingestochen und dabei mindestens drei Menschen getötet. Ein Überblick über die aktuellen Erkenntnisse zur Tat. https:// kurz.zdf.de/IHE/
199,Bitte verzichten Sie auf diffamierende Äußerungen und diskutieren Sie sachlich mit uns und anderen User*innen. Für alles andere ist hier kein Platz. Mehr dazu finden Sie auch in unserer Netiquette: https:// kurz.zdf.de/ MQ6M/
200,"Wenn ich schon höre ...psychische Probleme, dann weiß ich doch was passiert...nix. Diese Leute haben Narrenfreihet in Deutschland und seien wir mal ehrlich, solange es Deutsche trifft ist doch alles noch im Rahmen des machbaren. Einfach schlimm was in unserem Land so abgeht !!!"
201,"weil bald Wahlen sind, kurz mal so tun, als wenn sie sich sorgen machen....dann geht man wieder zur Tagesordnung über. Zu profitabel ist es halt für einige Kreise, wenn es einfach so weiter geht"
202,Wir Opfer vom Breitscheidplat z möchten unser Mitgefühl für die Angehörigen der Opfer aussprechen. Wir wünschen allen Verletzten und traumatisierten Menschen gute Besserung.
203,"Eine Diskussion mit dem notorisch naivem Gutmenschentum bringt nichts, das Maß ist voll. Fazit,eine Stimme nur noch denen die glaubwürdig versichern diese Missstände endgültig und unumkehrbahr zu ändern.🙋‍♂️"
204,"Wir müssen die Altparteien abwählen bevor es noch schlimmer wird. Die werden eh wie immer, nur schlau daher reden und nichts unternehmen.🥴"
205,"Es fehlen Politiker, die die politischen Fehler der letzten Jahre ohne Umschweife anprangern. Diese Entwicklung kann nicht in dieser Form weitergehen. Berlin war alles andere als ein Einzelfall. Man darf hoffen, dass den Polizisten das Bundesverdienst kreuz zuerkannt wird."
206,Danke Angelika und Horst für die Bereicherung. Wenn Ihr die CDU CSU und SPD Wählt wird es noch Schlimmer.
207,Bin gespannt wann der BP sich zum Vorfall melden wird und wo die ersten Konzerte stattfinden werden 🤔? Wo bleibt eigentlich die #ichbinhier Sekte mit ihren Kommentaren ?🤔
208,"Die Vorwürfe sollten sich eher die Politiker, Lobbys und Medien machen die diese absolut desolate Flüchtlingspoli tk der letzten Jahre für etwas ganz besonderes verkaufen wollen! 🤬🤬"
209,Nach 10 Jahren Gefängnis gibt es die Deutsche Staatsbürgersch aft. 🤬
210,"Wieder einmal muss die Polizei ausbaden, was die Politik versäumt hat.🙃"
211,"Meine lieben Deutschen , Passt auf eure Land auf 🇩🇪🙏"
212,"Interessant, dass es immer männliche Täter sind. Wo sind die ganzen weiblichen Fundamentalisti nnen, Sexualverbreche rinnen, Attentäterinnen ? Da gibt es, wenn überhaupt, nur sehr vereinzelt weibliche Täter."
213,"Hat sich eigentlich schon die ""Noch Kanzlerin"" zu der feigen Tat geäußert ?🤔"
214,Es wird halt irgendwann damit enden das wir in die gleiche Situation kommen werden wie in den 70er Jahren auch daraus hat die Politik nichts gelernt obwohl viele Politiker ermordet wurden.
215,"Also wenn ich den Herren Polizisten richtig versteh, ist es nicht strafbar bzw. keine Gewalt ist, wenn ich mich auf die Straße stelle und ein Fahrzeug zum halten zwinge, dann unaufgefordert einsteige und sage man soll mich irgendwo hinfahren? Bin gerade leicht verwirrt"
216,"Man munkelt , dass ein Volksentscheid nach &18 der bayerischen Verfassung demnächst vollzogen werden soll ( die Unterschriften sind wohl schon beim Ministerium ) um eine Auflösung des Parlaments bzw. Neuwahlen zu ermöglichen . Wann gibt es hier zu einen Bericht seitens ZDF&ARD?🤔"
217,Ich erwarte am Dienstag durch unsere Nationalmannsch aft ein internationales Zeichen gegen Terror und Religiösen Wahnsinn. Trauerflor ist angebracht und Gedenkminute im Anstosskreis .
218,"Diese Vorfälle machen mir Angst. In meiner Stadt bin ich umgeben von fremden Menschen, denen ich gerne vertrauen würde..... diese Vorfälle allerdings tragen zu einer großen Verunsicherung bei. Die Sozialisation der jungen Männer scheint doch zu der Lebensweise der westlichen Welt nicht zu passen."
219,Das kommt den Politikern jetzt schlecht gelegen da muss man sich einiges einfallen lassen!!!
220,"Das jemand 6 Jahre hier leben darf ohne Anerkennung ist schon.....merkw ürdig gelinde gesagt! Klare Gesetze, klares Durchgreifen!"
221,Es fehlen einem die Worte wie hier mit den Opfern geschweige dem Täter umgegangen wird. Man muss sich schämen in welchem Land wir Leben.
222,Nur dummes Geschwätz der Unfähigkeit
223,Wieviele verletzte und getötete Personen sind Frauen? Haben sie Namen? Veröffentlicht wenigstens ihr Vornamen und lasst sie nicht verschwinden. Es gibt Hinweise auf #Femizid.
224,"Würzburg ist Bunt, vielleicht etwas zu Blutrot, ... egal immer weiter so 😜"
225,Er hat fast nur Frauen getötet und verletzt. Das ist ein Hinweis auf #femizid. nennt zumindest ihr Vornamen.
226,Wer übernimmt hier Verantwortung Menschen sind völlig sinnlos abgeschlachtet worden es ist einfach unerträglich in Deutschland 🇩🇪
227,Mach mal eben einen auf psychisch und traumatisiert und du hat die Freikarte 🤣🤣🤣 Mega 🤣🤣
228,"Der Plan war: Jedes Kind, das ab Sommer 2026 eingeschult wird, soll in den ersten vier Schuljahren Anspruch auf einen Ganztagsplatz bekommen. Damit würde sich nach dem Betreuungsanspr uch in der Kita, den es schon länger gibt, direkt ein solches Recht in der Schule anschließen. Die Betreuungszeit soll mindestens acht Stunden am Tag betragen, auch in den Ferien. Der Anspruch würde in den Folgejahren um je eine Klassenstufe ausgeweitet. Damit hätte ab August 2029 jedes Grundschulkind der Klassenstufen eins bis vier einen Anspruch auf ganztägige Betreuung. Der Bundestag hatte dem Gesetz bereits zugestimmt."
