,comment_text,Sub1_Toxic
110,"nur ma ne zahl es werden ca 1700 tonnen kokain pro jahr hergestellt das is nur geschätzt tendenz steigend, gefunden werden evtl 500 tonnen max 700, es funktioniert eben einfach nicht, mit der prohibition,irg entwas ausser tabak und alc wird es immer geben was leute sich einwerfen wollen, weil das so alt wie die menscheit selbst ist,daran ändert so ein substanzenverbo t nix,is einfach so und als ob die mafia das juckt das jetz son ein markplatz hops genommen wurde,dann zeigt man das noch im tv,damit andere daraus lernen können und vorsichtiger aggieren ,super sache",1
111,Hallo Zusammen Ich finde Mann soll die test nachhause schicken und das ergebnniss ein scann. Dann erst die Wohnung verlassen dürfen wenn er negativ ist. Das unsere Gesundheits Zustand wird so wie so durch die digatele gesundheitsakte erfasst.,0
112,"Ich finde in dem Faktencheck keine Antwort, warum die 3,2 Millionen lagernde Impfdosen noch nicht verimpft wurden. Lagern die für die 2. Impfung oder fehlen in den Impfzentren Kapazitäten?",0
113,"Das zahlt sich doch von alleine. Wenn die Kids verlässlich betreut sind, haben die Eltern Zeit und Möglichkeit (mehr) arbeiten zu gehen.  Die Mehreinnahmen an Steuern gleichen dann die Mehrkosten bei der Betreuung aus.",0
114,"Duque war gemeinsam mit Verteidigungsmi nister Diego Molano und Innenminister Daniel Palacios auf dem Weg von der Ortschaft Sardinata im Department Norte de Santander in die Stadt Cúcuta an der Grenze zu Venezuela, als der Hubschrauber von den Schüssen getroffen wurde. Alle Insassen blieben ersten Angaben zufolge unverletzt. Wer hinter dem Angriff steckt, war zunächst unklar. Erst in der vergangenen Woche war ein Bombenanschlag mit mehr als 30 Verletzten auf einen Militärstützpun kt in Cúcuta verübt worden. Die kolumbianische Regierung machte die Guerillaorganis ation ELN für den Anschlag verantwortlich. Die Rebellen wiesen die Vorwürfe zurück.",0
115,Vielen Dank fürs Zusehen und bis zum nächsten Mal!,0
116,"Über den verlängerten und verschärften Lockdown würde ich mich wirklich nicht beschweren, wenn die einzelnen Maßnahmen endlich mal Sinn ergeben und sich nicht widersprechen würden. Für mich ist es nicht nachvollziehbar , warum etwa ich alleine während dem Aufenthalt im Freien nach zwanzig Uhr eine größere Gefahr darstellen soll als ein Gottesdienst mit fünfzig oder noch mehr Teilnehmenden.",0
117,Wann hört der Schmarren mal auf gibt es noch ein anderes Leben,1
118,"Ich bin der Meinung, dass man an der Inzidenz von 50 bzw 35 weiterhin festhalten sollte. Ich befürchte wenn jetzt unter 100 überall geöffnet wird, viele Bürger leichtsinnig werden und wir bald wieder andere Zahlen haben werden.",0
119,"Für alle, die jetzt wieder auf das DFB-Team (Die Mannschaft) schimpfen:  ⚽️ Frankreich 🇫🇷 (Weltmeister) wird Gruppenerster durch einen einzigen Sieg aufgrund eines Eigentors  ⚽️ Portugal 🇵🇹 (Europameister) hat 87 Minuten 0:0 gegen Ungarn gespielt und 4 Tore gegen Deutschland kassiert  ⚽️ Ungarn 🇭🇺 hielt in der Todesgruppe in drei Spielen in 267 von 270 Minuten mindestens das Unentschieden",0
120,OEG ist das letzte. Da wird das Opfer ein neues Opfer und gequält. Ich kotze im Strahl.😡 Ein unendlich langes Verfahren für eine Ablehnung.,1
121,Erst vor ein paar Tagen hat der Lauterbach einem kompletten Herrn gesagt er impfe grob fahrlässig und würde Menschleben gefährden....un d jetzt würde er durchlaufen???? ? Ich finde es so schlimm das man aus dem Typen etwas macht was er nicht ist...nämlich Gesubdheitsexpe rte,1
122,"der hat Schiss, dass die die AfD im in nacken sitzt, ja sollte er sich mal überlegen , warum das so ist , anstatt immer nur gegen die Afd zu sprechen, da hat jemand Angst um seinen Posten",1
123,"Sehr traurig! Heutefrueh habe ich gedacht, dass ein malheur passieren wird... :-(",1
124,"Wenn soziale Marktwirtschaft noch funktionieren würde, bräuchte es keine Mindestlöhne - Umkehrschluss!",0
125,"Wir befinden uns in einem Impf-Wettlauf mit der Delta-Vatiante. Wir können es uns definitiv nicht leisten, noch mehr Infektionen einzuschleppen. Nicht notwendige Aufenthalte in Risikogebieten sind nicht zu verantworten. Genießen der Lockerungen, mit Verantwortungsbewusstsein, ist angesagt.",0
126,"Geschwätz, nur Geschwätz. Unsere Bundesregierung bekommt es einfach nicht hin. Seit über einem Jahr- wird nur gequatscht, diskutiert und herumlamentiert . Wenn ich die Hilflosigkeit der Bildungsministe rin Karliczek sehe, die nicht in der Lage ist, die einfachsten Fragen kompetent zu beantworten und Lösungen in Aussicht zu stellen, bekomme ich die Krise. Sie schiebt alle Verantwortung weit von sich und die Schuld am Versagen, den Kommunen in die Schuhe. Unfassbar, das alles...",1
127,Hallo an alle Bürger kommt am Montag nach Karlsruhe zum Verfassungsgeri cht für Freiheit und Gerechtigkeit,0
128,Schade das Herr Bosbach und in Berlin Herr Buschkowski ( ehem.Neuköllner Bürgermeister) nicht mehr zur Verfügung stehen. Einen von beiden hätte ich mir als Kanzler vorstellen können,0
129,"Ungarn ist ein freies Land und kann selber entscheiden was für ein Gesetz gilt . Wieso mischt Deutschland sich laufend in andere Länder rein ! Wo sind diese Leute alle , als unsere Kinder von der Kirche missbraucht wurden ??? Wo 😡 !!! Um andere Kinder und Jugendliche bestimmen wollen , aber die eigenen nicht schützen !!! SCHEINHEILIG …………..",1
130,"Was ich nicht begreife, warum man Brandrodet und nicht fällt.  Fällen und exportieten ist verboten, lieber Feuer legen.  Die ganze Welt müsste sich um die Wiederaufforstung der Regenwälder, und ihren Schutz bemühen. Und nichts von dort importieren, was auf gebrandroteten Flächen angebaut wurde. Sonst brauchen wir uns hier garnicht über CO2 und Kohlekraftwerke unterhalten.",0
131,Und die Schwurbler sind wieder unterwegs. 😂,1
132,"Jetzt mal Butter bei de Fische! Wer war heute einkaufen? Paprika 8,00 Euro, Tomaten 3,50 Euro, Gurken 2,00 das Stück. Das Dosengemüse um 0,20 Cent teurer, das Fleisch teuerer bzw wieder weniger in den Packungen. Noch nie war es in einem Supermarkt so still wie heute. Rentner und Familien verließen kopfschüttelnd und mit leerem Einkaufswagen bzw wenig den Markt. Rentner, Kinder, Hartzer und Mindestlöhner, Zeitarbeiter, Leiharbeiter, kleine Selbstständige ohne Anspruch auf irgendetwas, bekommen keine Soforthilfen, Überbrückungsge lder, Kredite schon gar nicht, scheiß auf die 150 Euro einmal extra Kindergeld, für die Frechheit gehört gehört die Politik vor Gericht. Wer zur Arbeit pendeln muß, verbraucht die Hälfte seines Gehalts für den Tank, den Rest frist der Strompreis und die hälfte Miete. Die andere Hälfte der Miete geht vom Lohn der Frau weg, damit ist aber noch niemand satt und noch keine Versicherung bezahlt. Die einzigen Profiteure der Krise sind wieder die Großindustriell en, die Banken und andere große Wirtschaftsunte rnehmen, muß man doch nur einen Blick auf die Börse werfen. Beschließt euer beschissenes neues Infektionsschut zgesetz, die meisten aus dem Volk sind eh wirtschaftlich am Ende und somit an ihrem Zuhause gefesselt, solange sie noch eines haben. Wenn Kinos, Schwimmbäder, Freizeitparks und Zoo´s, Museen und Gaststätten wieder öffnen, wird das einfache Volk dort fehlen. Dabei weiß ein jeder, in der Nahrungskette hängt alles vom kleinsten Glied ab. Wollt ich mal los werden!",1
133,"Der Kevin, was hat er nochmal gelernt ode studiert? Ach die können ja alles, ich Dussel.",1
134,"Welcher 3. Lockdown? Der 2. ist noch nicht beendet worden. Oder habe ich die Öffnung von Gastronomie, Sportstudios, Kinos usw. verpasst?",0
135,"Dieser Mann spricht endlich mal Tacheles. Wo ist der Impfstoff? Wo ist das Konzept der Politik, um endlich aus diesem Drama zu kommen.",1
136,Gudrun Mohr,0
137,Warum werden die Freien Wähler unter dem grauen Balken geführt. Sie haben immer um die 5% in den Umfragen und sollten auch aufgeführt werden.,0
138,Danke für die Betreuung beim Denken.,0
139,Ein Grund nicht einzuschalten.,0
140,"Anhebung des Mindestlohns … wichtig, dass jede/r, der/die den Laden am Laufen hält, über Mindestlohn erhalten",0
141,"Auf ARD und ZDF sind keiner Sondersendungen zu diesem Judenhass, der derzeit in Deutschland abgeht. Will man nicht , darf man nicht oder kann man nicht ? Erschreckend und beschämend ist das .",1
142,"Man oh man was wird da für ein Aufriss gemacht......un d immer in die Kerbe nochmal hinein hauen. Wir Frauen gaben viele Jahrzehnte die Pille geschluckt, die auch ein riesiges Thromboserisiko war.....und???? ? Da wurde nicht drü er diskutiert..... .nicht so viel Nachdenken, sondern zum Impfen gehen, d a s s waere wichtiger!!!!!!",1
143,"WER hat denn vor 20 Jahen den kompletten Sozialbau gesperrt! WER hat die restlichen Sozialbauten damals an Investoren verkauft? Dieselben Politker, die sich jetzt überrumpelt fühlen. 🤦",1
144,"Der vergessliche Herr ….. was für eine Verspottung der Wähler und Menschen. Herr Scholz, abgesehen von Ihren Träumereien, kurz vor den Wahlen, jemand, der sich an die letzte Vergangenheit nicht wirklich erinnern kann, darf m. E. kein Kanzlerkandidat sein…. SPD <5%",1
145,Warum wird immer behauptet man schützt andere durch die Impfung? Erst heute wurde wieder gesagt das geimpfte weiterhin anstecken können.,0
146,Falsch!! Wir die Bürger waren und sind Musterschüler!!,1
147,"ihr habt doch eh nicht genug impfstoff,warte t ja noch auf sputnick ,u.s.w verscheisert euch doch selbt.hauptsach e ihr steck euch die taschen voll.",1
148,"tja diese generation AUST  ist leider vorbei,es leben die nullen der jetzigen journalisten hoch. obwohl ich würde diese nicht als journalisten benennen diese nullen. aber auch diese zeit geht vorbei. gottseidank sterben menschen und leben nicht ewig.",1
149,Jetzt mal ganz konkret: worin besteht die „Diskriminierun g“? Welche Rechte gelten für Menschen mit dieser Orientierung nicht? Wovon sind Menschen mit dieser Orientierung rechtlich ausgeschlossen?,0
150,Pro Monat kommt eher hin,0
151,"gibts eigentlich auch richtige oppositionspart eien? oh halt.. ne, wurde 1956 verboten",1
152,Und die nächste FAULE KOMPROMISS-NUSS aus Brüssel!! 🙈,1
153,"Ich finde es sehr unfähr wie mit Laschet umgegangen wird! Man könnte meinen, das er nur gewählt wurde um es dem Söder leichter zu machen. Aber noch ist Söder nicht Kanzler und ich hoffe er wird es auch nicht. Wer mit solchen falschen Spiele kommt ist Arrogant und wer weiß bei diesen Fehlern was CDU und CSU gemacht haben und nichts dazu gelernt haben braucht man auch nicht mehr. Jetzt ist das Volk Schuld an deren Fehlern. Schämt Euch",1
154,Also in NRW ist kein Impfstoff ab 60 frei gegeben,0
155,"Steueroasen Zossen! Was hier in Deutschland abgeht, ist nicht mehr normal! Nur noch Lug und Trug! Steuerhinterzie hungen seit Jahren! Was macht die Politik? Nichts! Im Gegenteil: Sie schweigt und schaut weg! Das zeigt dass ganze Spiegelbild der aktuellen GroKo-Politik ab! Sage es knallhart: Unsere Politik ist und bleibt ein politisches Desaster und ist eine Katastrophe! Nur noch beschämend...",1
156,Man kann es nicht mehr hören...diese Panikmache von Herr Lauterbach! Gesunde werden krank geredet und jede Verhältnismäßig keit vergessen! 2017/ 18 - Grippewelle...im Vergleich - hat man da so ein Theater veranstaltet?!? Diskriminierung und Spaltung der Gesellschaft. Ich lasse mich nicht erpressen mit einer Impfung um selbstverständl iche Menschenrechte leben zu dürfen,1
157,Die SPD-Bundestagsf raktion hat übrigens Vorschläge für ein neues europäisches Asylsystem beschlossen. Das Konzept enthält detaillierte Vorschläge zu Verfahren und Verteilung und bringt Humanität und Solidarität zusammen. https:// www.spdfraktion. de/system/ files/documents/ positionspapier- menschlich-soli darisch-2020061 6neu.pdf,0
158,"Was ist bei dieser Pandemie wichtig, nur die Impfung. Warum werden wir nicht mit dem Einkauf von Impfstoffe und euren Ablauf logistischer Art mit Balkendiagramme über Lieferungen für die Jahre 2021 und 2022 informiert? Ich bin sicher das die Bevölkerung das gerne annehmen würde! Bitte informiere die Bürger. Die vertragliche Mengenlieferung interessiert mich nicht. Ich will die aktuelle Lieferungen in einem Balkendiagramm sehen und zwar für zwei Jahre!",0
159,"Jaja Genau Selbstmord, ich lach mich kaputt wenn ich das höre, Was die Amy sich alles erlauben ist einfach lächerlich und peinlich",1
160,"Ungarn schützt seine Kinder  Hier ist der original Vorschlag zur Gesetzänderung des ungarischen Parlaments; ""Der Legislativaussc huss - Dekret 10/2014 über bestimmte Bestimmungen der Hausordnung. (II. 24.) OGY - T / 16365 über strengere Maßnahmen gegen pädophile Straftäter und Änderung bestimmter Gesetze zum Schutz von Kindern. Es wird die folgende zusammenfassend e Änderung des Gesetzentwurfs Nr... vorgeschlagen; Der Staat schützt das Recht der Kinder auf Selbstidentität entsprechend ihrem Geburtsgeschlec ht. Um die Zwecke und Rechte des Kindes zu gewährleisten, verbietet dieses Gesetz die Zugänglichmachu ng von pornografischen Inhalten und Inhalten, die Sexualität für eigene Zwecke darzustellen. Die Abweichung von der Geschlechtsiden tität, Geschlechtsumwa ndlung und Homosexualität an Kinder unter 18 Jahren zu fördern.",0
161,Was ein Geschwurbel Frau Maischberger 👍 kommen sie sich nicht selbst lächerlich vor?,1
162,"Die Polizei sperrte die Zufahrtswege zu mehreren Orten, um Schaulustige fernzuhalten. Den ganzen Abend zogen schwere Sommergewitter durch Südmähren, das für seine Weinanbaugebiete bekannt ist. Die Notrufleitungen waren überlastet. In den Verwaltungsbezirken Breclav und Hodonin fielen nach Berichten in den sozialen Medien Hagelkörner von der Größe von Tennisbällen. Am Schloss Valtice, das zum Unesco-Weltkulturerbe zählt, entstand Millionenschaden. An dem Barockbau aus dem 17. Jahrhundert barsten zahlreiche Fensterscheiben.",0
163,Hat sie doch gesagt bei Anne Will. Der Bund soll jetzt die alleinige Macht haben(Infekteon sschutzgesetz). Die bösen Ministerpräside nten. Wird nur noch Schwärzer für uns .🤮🤮🤮🤮🥵🤢,1
164,"Wie oft wurde dieses Thema schon ""durchgekaut""! Geändert hat sich nichts! Arme Menschen haben keine Lobby; sie können ihre Interessen nicht durch Parteispenden""u ntermauern""!!!",1
165,"Die Preise sind inzwischen für „Otto-Normalverbraucher“ nur noch utopisch, armes Deutschland. Kaum Chancen für junge Familien beispielsweise, die nicht durchs Elternhaus gepusht sind😡",1
166,"Allen Betroffenen mein Mitgefühl und Kraft. Der Polizei ein grosser Dank, dass Sie den Täter schnell gefasst hat. Respekt, den Menschen, die versucht haben, den Täter aufzuhalten.",0
167,"Das Dumme ist nur, dass Nicht-Geimpfte und Nicht-Genesene für nahezu jede Kleinigkeit, sei es shoppen oder Frisör, sogar für die AUßEN-Gastro einen tagesaktuellen negativen Test vorlegen müssen, während die anderen nur ihre Bescheinigung vorlegen brauchen. Spontanietät fällt das aus. Hier schließen die Testzentren um 18 Uhr.....",1
168,"Ich finde soziales Engagement grundsätzlich gut. Aber ich finde auch, dass jeder selbst Verantwortung für sein Leben trägt und Eltern zusätzlich für das ihrer Kinder. Wenn Menschen entscheiden in Deutschland leben zu wollen und es ihnen gelingt hier eine Aufenthalts- und Arbeitserlaubnis zu bekommen um eine langfristige Perspektive in Deutschland zu haben, gehört es, aus meiner Sicht, dazu, dass jeder einzelne dazu beiträgt, dass die Integration gelingt. Dazu gehört in erster Linie die Kenntnisse der deutschen Sprache. Mich ärgert es immer wieder wenn ich höre, wenn Einwanderer seit vielen Jahren in Deutschland leben und hier langfristig bleiben wollen, aber so gut wie kein Deutsch sprechen. Mehr ärgert mich, wenn wir Politiker haben, die diese eklatanten Defizite nicht als solche bezeichnen, sondern der Meinung sind, wir müssen nun  alle möglichen Sprachen lernen um mit diesen Einwanderern kommunizieren zu können.",0
169,"Oh der Wegner wieder ............... Ds ist doch schon ein alter Hut mit der Bebauung der Supermärkte also was will er uns erzählen . Bringen sie doch mal was eigenes zu Stande  anstatt hier Ideen von anderen ein zu bringen die im übrigen schon längst umgesetzt werden .  Immer mehr Berliner Supermärkte und Discounter setzen auf Dachaufstockungen mit Wohnraum. Eingeschossige Supermärkte mit großflächigen Parkplätzen bestimmen vielerorts das Bild in den Kiezen. Platz, der eigentlich für Wohnraum genutzt werden könnte. Discounter und Supermärkte sollen deshalb vermehrt mit Wohnungen überbaut werden. Lidl hat bereits im vergangenen Jahr damit begonnen, seine Berliner Verkaufsstellen zu überbauen, im Frühjahr folgte Aldi dem Beispiel. Und auch Rewe und andere Supermärkte planen bei neuen Filialen Wohnungsstockwerke ein.",1
