,Unnamed: 0,comment_text,Sub1_Toxic
1461,2240,"Und die Waffen die wir dagegen haben sind Herz und Hirn. ""Vor Klugheit und Wissen kommt Toleranz und Güte!""",0
2486,2260,"@USER Aber nicht so wie der kleine SPD Junge es ""andenkt"" mit Enteignung. Erst werden die Wohnungen an Private verkauft, dann wundert man sich das die Mieten steigen, dann will man enteignen. So kann nur ein Soze denken. Zur Enteignung gehört auch eine Entschädigung (steht so in den Gesetzen). Erst verkauft man, dann kauft (enteignet) man zu einem erhöhten Preis zurück... und das Geld fehlt dann für Neubauten ohne das sich an den wenigen Wohnungen was geändert hat. Die rendite beträgt bei den Privaten ca. 10 %, genau um diesen Betrag würde die Miete dann sinken. Ob das der Weisheit der letzte Schluß ist möchte ich bezweifeln weil es eben, mangels Geld, keinen neuen Wohnraum geben wird.",1
2259,1625,die entnahme im voraus löhnen lassen und dann auswandern ;),1
1569,2395,Hier ein paar Fakten zu Immobilienhaie: https://m.manager-magazin.de/fotostrecke/ueberblick-die-elf-grossen-deutschen-immobilien-ags-fotostrecke-100484.html,0
2950,1061,"@USER ich habe oft das gefühl, dass die parteimitlgliedschaft zugelost wird von denen, die für uns kandidaten finden, die wir manchmal gar nicht kannten. waren äbbe da. ;)",1
2313,1793,@USER weshalb sollte sie? Durch Fachwissen fällt bei denen keiner auf.,1
3037,1300,"@USER, klar, wenn es an Fakten geht die man nicht negieren kann, dann ist es plötzlich alles stillos und substanzlos. Wie lächerlich. Substanzlos scheinen sie zu sein ;-)",1
706,1064,"@USER Mein Name und die Herkunft meines Vaters ist der zentrale und einzige Punkt in ihrer ""Argumentation"", wie soll sie diesen weglassen?",0
2748,457,Die Zuschauer klatschen wohl für jeden Mist was von den 4:kommt,1
3001,1210,versteh ich nicht. ich sage das was die SPD und Grüne sagen ...Und ich soll verschwinden. wo ist der Fehler. Denkt mal drüber nach. Bin ich der böse weil ich etwas NACHSAGE ??? Oder sind die Parteien Böse ???? !!!!!,1
603,902,Dann sind sie einer von 100 und das ist nicht viel,0
2828,669,@USER Staatsfernsehen ! !,1
2226,1524,Was unterscheidet uns Westler dann noch vom IS?,1
109,162,Dieser Maskelo geht mir auf den Senkel wie man sich zu benehmen hat,0
1417,2171,Eine Option gibt es noch! May hat in GB das Recht als Premierminister den Austrittsantrag zurückzunehmen! Sie braucht dazu kein Parlament! Das kann sie allein entscheiden! Wäre zwar politischer Selbstmord aber dann bliebe GB drin in der EU und später bei einer anderen Regierung und vielleicht 2.tem Referendum kann man ja nochmals reagieren wenn nötig!🤔🙂,0
1918,629,Mutti macht nichts außer Sprüche ..,1
1330,2049,@USER wenn er seine Hühner für diesen Preis los wird ist das doch OK,0
3253,1910,"Hurra Schnatterinchen...mal sehen was heute kommt. Wieder so ein Brüller, wie der Strom wird in Leitungen gespeichert? Edit fragt, was soll die eigentlich da?",1
1042,1585,@MEDIUM ich meinte damit das immer wieder suggeriert wird es würde sich was ändern aber letztendlich werden Themen wie dieses nur in Talkshows behandelt viel polarisiert und für die eigentlich betroffenen nichts bei rum kommt.. Geld regiert von wegen Sozialstaat,0
1186,1804,@USER oh Gott,0
3204,1775,"Mag sein das dort Leerstand ist, aber wer kann es sich leisten, 150 km und mehr täglich zur Arbeit zu fahren, schon mal an der Tanke gewesen und Preisvergleich gemacht ??!!",1
834,1262,"Das ""weiblich"" ist für mich kein Garant für Leistung..wirklich nicht.",0
908,1380,"@USER Ja, das denke ich auch.",0
578,871,@USER ich verstehe die Frage nicht?,0
300,452,Mal ´ne andere Frage: Wie stehen Sie zur Ideologie der Ungleichwertigkeit von Menschen? Zu völkischem Nationalismus?,0
1656,2527,"Habe gerade Aktien von Deutsche Wohnen gekauft,,,,🤣🤣",0
787,1180,Digitalisierung ist ja des Teufels Zeug denke ich mir öfter wenn ich Debatten höre aber die KI will die Politik schon...,0
852,1293,Aha und deswegen gibt es dann bezahlbaren Wohnraum. Frech ist es schon wenn für eine Doppelhaushälfte mal schnell .18000€ -50000 € fällig werden.,0
3082,1420,"@USER Fragen wir anders herum, was stimmt mit der CDU AKK nicht. Ich bin kein Anhänger der AfD - ich bin in keiner Partei aber gleich zu sagen die waren das und mit der AfD kann man nicht arbeiten ist wohl weit hergeholt und so spaltet man das Land. Das ist meine Meinung und die darf jeder haben - eine Meinung -",1
3395,2303,"Ich wusste gar nicht, wie viele frustrierte Männer sich hier tummeln... 🤦‍♀️",1
1362,2091,"@MEDIUM ! Sie haben wahrscheinlich das falsche Ehepaar eingeladen. Sind beide Gutverdiener. Da kann locker einer mal zuhause bleiben, während der andere arbeitet.",0
390,602,Bin gespannt ob das heute fair mit der AFD abläuft oder ob weiterhin Beschimpfungen kommen und die AFD weiter steigt,0
2845,732,"@USER, ich sehe nur, Daß auch DU um die Welt fliegst, und Andere mit deiner Ökorhetorik zumüllst.",1
1169,1781,"welcher? der deutschen, der eurotransplant? kein franzose gäbe uns auch nur seinen wurmfortsatz! - oder der weltgemeinschaft?",0
1179,1795,Macht sie doch gar nicht. Umziehen (müssen) innerhalb Deutschlands macht für viele den Begriff Heimat zu einer Sehnsucht - weil eben nicht das ganze Land per se ihre Heimat ist,0
674,1011,"Guido Reil - tut mir leid - Die Akademiker werden von Ihnen nicht überzeugt werden, bei der EU-Wahl das Kreuz bei der AfD zu machen. Sie mögen ja ein ""guter"" Mensch sein --- aber unser Kevin Kühnert überzeugt mehr durch geistige Schärfe.",0
1782,240,tauchen tauchen tauchen...wie viele Reaktoren schwimmen derzeit auf den Weltmeeren.,1
2013,955,"@USER 1/3 ja... Geringverdiener mit Mindestlohn finden für das Geld, zumindest hier, nix! Mindestlohn sind unter 1200 netto. Für 400 Euro wohnen? Ein Träumchen...",1
10,16,Wer Millionen Flüchtlinge ohne Bleiberecht im Land finanziert aus Steuergeldern. Gibt es sofort Wohnungen .da braucht sich nicht wundern wenn Wohnungen fehlen! Es wird gebaut! Beispiel Tübingen 1000 Wohnungen aber nur exklusiv für Flüchtlinge..die deutschen die eine Wohnung suchen dürfen erst in 10 Jahren einziehen.,0
951,1449,"Niedlicher Nipster, awwwww :-D",0
307,463,"Wie hier alle Makler (?) steilgehen... Wirklich super. Wenn ich eine Dienstleistung beauftrage, bezahle ich dafür. Überall im DL Sektor gilt das, überall auf der Welt (Nordkorea ist vielleicht ne Ausnahme)... Aber statt Argumente vorzubringen kann man hier nachlesen, dass man dann gedenkt mit Rechtsbeugung oder Betrug zu reagieren. Das nenne ich mal bigott. Wer nicht wie ein raffgieriger Abgreifer behandelt werden möchte sollte sich halt nicht so benehmen.",0
763,1144,@USER Europäer sind ja auch Christen und haben keine Probleme mit unserer Religion und Weltanschauung. Wie sagte Helmut Schmidt bei Maischberger ! Der Islam gehört nicht zu Deutschland,0
2239,1571,"Was sagen die Grünen & deren Wähler zu den hunderten ""Einzelfällen"" jeden Tag überall in 🇩🇪 ! ❓ Hier der neuste Fall : 🔻🔻🔻🔻🔻🔻🔻🔻🔻🔻🔻 https://www.nrz.de/staedte/duesseldorf/frau-in-duesseldorf-duesseltal-vergewaltigt-id216529649.html?fbclid=IwAR3qs_2sUNQTq3cLyezPtKp-oqK4M1GObkUFbURtVCvwFRUpn2NGYdKcMdQ",1
2009,942,"@USER, oh..... sind wohl ein Diverser ?!?",1
1112,1691,"über dem, was Sie denken.",0
2480,2245,"@USER 'schonmal mitbekommen, wie deutschenfeindlich man in diesem Land mittlerweile ist? Das ist auch nicht schön!",1
752,1128,"@USER Wer ist ""Ihr""? Woher weisst Du, wo ich geboren wurde? Du liest noch nichtmal den Eingangskommentar richtig und erwartest, Ernst genommen zu werden. Ich bin schon länger in der Bundesrepublik, als 16 000 000 Ostdeutsche und im Gegensatz zu ihnen bin ich auch in der Bundesrepublik geboren. Und jetzt erklärst Du mir gerne noch, woher Du die Unverschämtheit nimmst, mich mit Leuten in einen Topf zu werfen, die ""ihren Stiefel weitermachen"".",0
868,1319,"Diese Aussage sagt alles oder nichts! Und um Chemnitz ist ein Beweis, dass es nicht so einfach ist. Der Mann mit dem Hut und dass das Fernsehen gehindert wurde zu berichten. Die NSU-Blockaden sprechen auch eine andere Sprache.",0
207,306,@USER Das Wort Teenager wahrscheinlich,0
1168,1778,@USER völliger Blödsinn....,0
1376,2111,Weshalb wollen Sie von Rechtsterrorismus ablenken? Sind Sie etwa Sympathisant?,0
1945,718,@USER du frecher bengel du 😅,1
1396,2142,die soll schweigen..,0
466,711,@USER: https://de.m.wikipedia.org/wiki/Troll_(Netzkultur),0
315,480,@USER dann wechsel deine Hosen! 🤦‍♂️,0
3153,1622,Im labern sind die deutschen ganz vorne .Im machen er nicht .,1
995,1519,@USER RAF vergessen ?,0
121,187,@USER Das hatte ich weiter oben schon erwähnt 🙂,0
2193,1438,"Die Bundesregierung will den Klimawandel stoppen, stimmt die Welt besteht nur aus Deutschland 🙈",1
2817,633,Klimaaktivistin? Ich lache mich kaputt. Was hat Sie denn fürs Klima getan?,1
1713,39,"@USER Ihr Kommentar passt perfekt in die Kategorie ""Wenn man keine Ahnung hat...""!",1
1687,2573,"@MEDIUM . Ich hab mir nur ein Zitat von einem unseren Ex-Politiker zu eigen gemacht. Aber: con licet Jovi, non licet Jovi.",0
2122,1249,"Sie sind einfach nicht intellektuell, noch faktenmäßig dazu in der Lage. That´s all.",1
1856,465,@USER Es muß doch dramatisch klingen😂😂😂,1
1796,295,Träum weiter,1
1827,373,"@USER Verfolgungswahn kann man auch deine Meinung nennen. Du wartest doch nur darauf, das die Leute solche Meinungen äussern, um dann zu sagen, das sei Verfolungswahn. Der, den du hast um dann zu sagen, das andere ihn haben.",1
2042,1027,"@USER , das ist (entschuldigung) Blödsinn. Jeder Staat hat das Recht selbst zu entscheiden, wen er aufnehmem will oder nicht. Nicht umsonst hat laut Gesetz kein Nicht-EU-Bürger das Recht, ohne Erlaubnis den Staatsboden zu betreten. Und es hat sich auch schon rumgesprochen, dass die meisten Bulgaren und Rumänen nur die Sozialleistungen einstreichen und den Steuerzahler ausnehmen. Der größe Teil der Griechen arbeitet hier fleißig. Rumänen und Bulgaren sind als Bettler und Sozialempfänger bekannt. Da hat Herrn Reil Recht.",1
2453,2174,"@USER genau, es sind immer die das Problem, die den Missstand ansprechen. Denn, das ist bekannt, wenn wir es nicht sehen, ist es nicht da.",1
2615,55,Diese Ankündigungen werden immer vor Wahlen gemacht und gehalten wird nichts. Wann begreift der Bürger das entlich mal .,1
1831,384,"Ach dieses tolle Fakeprofil, überall lässt es seinen Unsinn ab. 😂",1
2855,763,"Die AfD jetzt wieder in Haftung zu nehmen für den grausamen Mord zeigt doch wieder einmal, dass die Volksparteien nicht einmal Halt machen bei einem Trauerfall. Man bedient sich und benutzt das Opfer zum Wahlkampf auf dem Rücken der AfD. Mit welchem Recht macht man die AfD für diesen Mord mit verantwortlich? Wer hat eigentlich dafür gesorgt, dass die AfD so erstarkt ist? Unter was für Druck stehen die Volksparteien und was für Ängste müssen sie haben im Osten die Landtagswahlen zu verlieren wenn sie zu solchen populistischen Mitteln greifen und so eine demokratisch gewählte Partei demontieren zu wollen - wie man feststellen muss. Die Schuldfrage haben nicht die Parteien zu klären, dafür ist die Staatsanwaltschaft zuständig oder man könnte auch sagen, dass das Rufschädigung ist.",1
1248,1903,Die Finanzierung der Flüchtlingsfrage ist ein schlechter Scherz und mit LINKS zu meistern.,0
1602,2449,"Diese Sendung ist Mobbing pur. 4 bzw. 5 gegen einen. Meine ganz einfache Frage ist: ""Warum wird gegen die Rechte Szene nicht rigoros vorgegangen. Ebenso gegen die Linken Verbrecher. Diese Frage stelle ich seit die Flüchtlingsunter- künfte z. B. in Möller brannte?"" Es passiert nichts.",0
2095,1192,Und oder die Gier ist einfach zu groß!! Muss man so Sagen dürfen!!,1
2236,1564,Der Applaus hascher,1
2834,687,Zu der Frau fāllt Mir nur der Satz ein Bei Mir war die Schule freiwillig bei Ihr umsonst.,1
576,868,Wann fängt denn die Historie an? Und wann hört sie Ihrer Meinung nach auf?,0
381,587,@USER ich habe so einen guten Optiker. Vielleicht lasse ich die Brille dann weg.,0
803,1207,@MEDIUM könnt ihr mir mitteilen wie oft in den letzten zwei Jahren jemand von den Grünen und von der AfD zu Gast war?,0
1367,2098,Was für ein emotional dummes Geschwätz.....,0
626,933,"""NEIN, ich vergleiche NICHT Menschen mit Tieren,"" Sie vielleicht nicht. Andere ihrer Partei schon. Und andere Menschen, die, die AfD, NPD und Co. gut findet.",0
1985,847,@USER weil man nicht über Islmaistengewalt öffentlich reden will wächst die Afd!!,1
138,207,@USER bitte sagen Sie mir was Ihre Moral dazu sagt das Grüne zusammen mit CDU gegen die SPD die NSU-Akten 120Jahre unter den Tisch fallen lassen?!,0
3229,1844,"@USER , sie verwechseln da etwas! Nicht die AfD ist Judenfeindlich, sondern viele der Neubürger.",1
1409,2160,"Ja aber es ist so , am Herkunftsland und aus welcher Region jemand kommt da kann man schon sehr viel festmachen ! Eigenartiger Weise sind es immer dieselben Landsleute die es angeblich Nervt 😉",0
1835,400,schlimmer sind jene Fanatiker die Islamisten hofieren. Jung als Nazi zu bezeichnen ist unendlich dumm!!,1
2240,1572,"@USER kein Mensch kann etwas dafür, wenn Sie das intellektuell nicht verarbeiten können.",1
2261,1641,Petra Grammersbach wen wundert's bei den Grünen Sendern,1
2373,1945,"@USER: Für ein höheres geistiges Niveau hat's aber auch nicht gereicht, was? https://de.m.wikipedia.org/wiki/Troll_(Netzkultur)",1
429,659,"@USER nicht das gefühl, sondern die heimat muss man sich verdienen.",0
1711,35,@MEDIUM .Am besten ist ja das hämische lachen von den Grünen.,1
1718,52,"Klar vielen Dank. Ich habe nicht damit angefangen.. Verfolge Ihre Sendung immer wenn ich es zeitlich kann. Stelle immer würde fest wie man Meinungen schön frisieren kann durch Ihre Mitarbeiterin Wenn die Sparte lommt: Was sagen unsere Zuschauer. Da wird ganz schön gesiept aber die Mehrheit der Kommentare sagen was anderes.hier meine ich keine Hetzkommentare die hören da nicht hin,verurteile ich aufs Schärfste. Aber Ihre Redakteurin sucht immer positive Kommentare zumindest in der Mehrheit such wenn der überwiegende Teil der Zuschauer ganz anderer Meinung ist. Schade eigentlich.",1
450,691,@USER fragen sie mal die Bildzeitung . Mein lieber zinni ey,0
357,553,@USER ..ob du möchtest oder nicht...wirst es mit der Zeit müssen.,0
1627,2486,"@USER die Geschichte kennt seit Jahrhunderten eine Ethnie, die in Mitteleuropa ansässig ist und Germanen genannt wird. Die Römer kannten sie schon. Das sagt jedes Geschichtsbuch. Und die deutschen stammen ursprünglich von den Germanen ab. Eigentlich von den germanischen Stämmen. Daraus hat sich dann im Laufe der Jahrhunderte das deutsche Volk herausgebildet. Das sagt jedes ernstzunehmende Gesichtsbuch.",0
2653,169,Passt zum Thema Friedmann gestern wo die CDU Politikerin sagte das Gering Verdiener sich Immobilen kaufen sollen damit sie später nicht bedürftig werden 👎👎👎😡😡😡,1
373,575,@USER Die ganze Sendung ist ein Hohn ! Ich bin Stolz ein Deutscher zu sein . Wir gehen fleißig Arbeiten zahlen Steuern und bringen unser Land zum Erfolg so das es in der ganzen Welt geachtet ist. Diese angeblich Deutsch- Türkin soll doch in die Türkei gehen und dort auf der Bühne so reden über die Türken wie hier über die Deutschen . Dann ab in den Knast,0
546,830,"Es war halt viel blabla, wie ich es mir gedacht habe. Wir können in Deutschland uns abstrampeln soviel wir wollen, denn Deutschland rettet das Klima nicht allein. Aber das ist typisch deutsch: alle(s) retten wollen. Aber gut, dass man darüber geredet hat.",0
1480,2271,@MEDIUM ja wir hatten doch rot grün unter Schröder und Joschka Fischer unser Außenminister hat @MEDIUM das vergessen,0
911,1385,"@MEDIUM Stimmt, habe ich gesehen aber man hat es nur kurz angerissen. Es gibt in jeder Partei schwarze Schafe und Herr Junge kann nicht für alles was.",0
2658,176,"Keine Argumente, antiintellektualistisch, stammelnd, larmoyant: So sind die Ahänger*innen der völkisch-nationalistischen AfD.",1
586,882,@MEDIUM Sorry aber haben Sie sich tatsächlich mal die Kommentare angesehen? Sie bitten mich um Respekt für Ihre Gäste. Das ist allerdings frech. Gerne dürfen Sie mich sperren. Das geht eindeutig zu weit.,0
1963,768,na das wird wenigstens was der BER unter deutscher Führung am Arsch..,1
2299,1753,Die Irene Mahlic kann gut austeilen Aber wehe Herr Jung kann ihr eine Lüge widerlegen. Ich wünschte mir dass die Kühe all dieses Grünzeug auffressen würden ABER dann pupsen sie wieder so viel Treibhausgase 😂,1
1366,2097,@USER Bravo.....meine Worte. Es steigt beim Spender der Blutdruck und manche schwitzen stark was bei einer normalen OP auf starke Schmerzen hinweist..... sie werden fest geschnallt weil sie Regung zeigen..... tot ist anders !,0
