,comment_id,comment_text,Sub1_Toxic,Sub2_Engaging,Sub3_FactClaiming
214,784,@MEDIUM: #SHOONED and with the #DUMMING WHITE OF this naïve and primitive #BAHNHOFSKLAGSCHERIN! #ZWANGS - ZEZ: #SCHÄMT!,1,0,0
215,367,So I almost understood her that in every village she sees only Nazis who are related to each other... so she's totally off..,0,0,0
216,2922,"@USER, Social Democrats have certainly not made the NSDAP come to power, and certainly not in 1929. What are you talking about? https://en.wikipedia.org/wiki/Reichstagswahl_1930",0,1,1
217,3120,"@USER her stammer doesn't fit in here either, brave FB - freedom fighter",1,0,0
218,603,@USER #FAKE - profile and SiE are #PENSION ! #BREAK YOU ! #BREAK YOU AND THANK YOU ! #FAKE - profile and SiE are #PENSION ! #BREAK YOU !,1,0,0
219,535,"Yes, people who feel comfortable in our social systems and love terrorists.",1,0,0
220,2980,"What exactly is that supposed to be disgusting? Are police officers sacrosanct? Uniter, NSU 2.0, the Munich police chat group? All of them golden democrats, or how now?",0,0,0
221,2134,@USER Poverty prevents consumption.,0,0,0
222,19,Air quality is not better,0,0,1
223,570,@USER Eugenics is to tie nationality to genetics and your mother has failed.,1,0,1
224,2691,@USER You're ignorant! How many of them cheer! I'm just writing something true. Why shouldn't I do that... I'm not Mrs Merkel :D,1,0,0
225,1402,This almost religious delusion of many children is no longer normal.,1,0,0
226,1508,I think this man has a small penis,1,0,0
227,782,"Even with us in our small county town with 30,000 inhabitants, the rents shoot through the ceiling.",0,1,1
228,3050,The police are experiencing what's going on every day! They know exactly why they choose AFD!,0,0,0
229,2465,@MEDIUM ... this is in life so that people have different opinions ..You don't have to share my ...,0,0,1
230,2346,"Let's make it clear, not EUROPA has elected, but the 28 member states E.U. have elected the Parliament of the European Union!! Europe has 47 member states including Rusl. and Turkey. These are 19. Non-members. There are certainly some citizens among them who do not identify with E.U..",0,0,1
231,1123,"In addition, the pension is taxed again, for which taxes have already been paid in the working life..yes, I know, past the subject, but still relevant..the pay of women is still too low,with the same performance that they perform..why is this not even changed ?? Homework / child rearing is almost not paid, with the mother's pension you can not cover this alone- half to 1 pension point, that is a joke...!!!",1,1,1
232,1996,"@MEDIUM I could write a lot more about it, but I'd rather not.",0,0,0
233,1789,"Right!And since many will probably do that, the advocates of the law have shot themselves in the knee. So it comes, if one absolutely wants to enforce something and considers the people as impurity.",0,0,0
234,620,@USER babbel ned,0,0,0
235,994,"If you can't afford an apartment in the city, it's just outside. If I don't want to live in a run-down apartment then you just have to invest. And a diploma social economist should not comment on such issues, because she has no idea about it. Unfortunately, the GDR no longer exists, so you have to look to North Korea or Venezuela to see the consequences of this thinking.",1,1,0
236,456,"@USER well I wanted to trigger the German bit , so yes, provoke with intention , since they have caught me but old slit-ear ;) ... now the question why I'm provoking these poor stables ... I try to describe it nicely , this arrogance of the people is pretty much on my mind ! For several years you can observe how naughty and discriminatory you behave towards the migrants . As if we were your subjects or are responsible for the political situation in the Turks ... well , I could actually write a book about what is going wrong here in Germany with the help of sleepy society , but if it were that , I insult and trigger the associal internet daitschen rather than enlighten them :)",1,1,1
237,851,... oh no...who would have thought that?,0,0,0
238,2404,@MEDIUM very much. We from the www.pflegestimme.de would like to get the opportunity to do so.,0,1,1
239,1076,Are you talking about infrastructure?,0,0,0
240,1485,diving diving...how many reactors are currently swimming on the world's oceans.,1,0,0
241,819,Who gets residential property in the country cheap? People don't get the minimum wage. WohnEIGNETUM is not something that half of the Germans can afford. And cheap apartments in the country are also difficult because they usually have far more square metres than in the city. I think a lot of expropriations when the expropriated shit build. At that time the church was expropriated (should be taken into consideration again today) and today just as unspeakable rabble as Vonovia and Deutsche Wohnen.,1,1,1
242,3103,"@USER they spread hatred and incitement if they call others unfounded as Nazis. By the way, Nazis are just as bad as Islamist friends and criminal promoters. They will certainly understand that!",1,1,0
243,70,@USER who never works and does not pay anything never get a pension but also stays at retirement age social assistance recipient. Who claims something else does not know the legal situation,0,1,1
244,2135,@USER a woman with economic and social competence. Isn't that enough?,1,0,0
245,2994,"What is a daring insinuation? Already heard of Uniter, Nordkreuz, NSU 2.0 or the Munich Whatsapp group of policemen?",0,0,0
246,320,"And you're ""bio-German,"" aren't you? By the way, it's like the human being, no matter where in the world 99.x is genetically identical. The bit after the coma only stands for the hair color, skin color, eye color and gender. So you want to continue to line up in the row of the dumpbacks, or rather think again?",1,0,1
247,2564,No real on such subjects should really be invited only politicians or scientists (Border-Sinn etc.) and on the topic - are cabaretists the better politicians zb - H. Schroeder,1,1,0
248,1686,@USER But that's kind of you,1,0,0
249,1254,"I think 2000 demos in 120 countries are a little more than ""school cocks""",0,0,1
250,2302,"@USER Oh, look. After two comments they recognize my political attitude? A wonderful example of populism. Life can be so simple.",0,0,0
251,2684,"I'm looking for the article, moment!",0,0,0
252,2279,was clear therefore staying away,0,0,0
253,3089,"With their comment, they insult all victims of National Socialism and thereby trivialize the real Nazis! Talking about history, but not understanding history. Shame on you!",0,1,0
254,2834,@USER I see this way,0,0,0
255,368,Wash Saloon ..,0,0,0
256,2318,10 reasons not to choose the AfD! AfDler run through the streets with knives and stab people AfDler borrow cars and drive in crowds AfDler have several identities to cheat the state AfDler attack Jews and gays AfDler wrestled together to attack policemen AfDler rape and the even old women AfDler even cut babies' heads AfDler lock the highways at weddings and shoot with pistols AfDler build and ignite backpack bombs AfDler have multiple marriages and childhood marriages (ignored by the state) Satire ENDE!,1,1,0
